Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
L-glutamine,11,rxn763,L-glutamine + succinic semialdehyde => gamma-aminobutyrate + 2-Oxoglutaramate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,12,rxn764,glycolaldehyde + L-glutamine => ethanolamine + 2-Oxoglutaramate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,13,rxn803,4-methyl-2-oxopentanoate + L-glutamine => L-leucine + 2-Oxoglutaramate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,14,rxn804,2-oxobutanoate + L-glutamine => 2-Oxoglutaramate + 2-aminobutanoate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,15,rxn805,2-oxoadipic acid + L-glutamine => L-2-aminoadipate + 2-Oxoglutaramate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,16,rxn937,2-oxoadipic acid + H+ + L-glutamine + NADH => L-2-aminoadipate + L-glutamate + NAD,YAL062W or YOR375C
L-glutamine,17,rxn938,H+ + L-glutamine + NADH + oxaloacetate => L-aspartate + L-glutamate + NAD,YAL062W or YOR375C
L-glutamine,18,rxn943,4-hydroxy-2-oxoglutarate + H+ + L-glutamine + NADH => erythro-4-hydroxy-L-glutamic acid + L-glutamate + NAD,YAL062W or YOR375C
L-glutamine,19,rxn1098,indole-3-pyruvate + L-glutamine => L-tryptophan + 2-Oxoglutaramate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,20,rxn1255,L-glutamine + Gly-Glu => L-glutamate + Gly-Gln,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamine,21,rxn1262,L-glutamine + Ala-Gly => L-glycine + Ala-Gln,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamine,22,rxn1263,L-glutamine + Ala-Asp => L-aspartate + Ala-Gln,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamine,23,rxn1264,L-glutamine + Ala-Glu => L-glutamate + Ala-Gln,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamine,24,rxn1265,L-glutamine + Ala-Leu => L-leucine + Ala-Gln,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamine,25,rxn1476,ATP + H2O + L-glutamine + uridine 2'-phosphate => ADP + 2 H+ + L-glutamate + phosphate + cytidine 2'-phosphate,YNL119W or YBR218C or YBL039C or YOL058W or YGL062W or YDL141W or YNL220W or YJR103W or YOR209C or YGR204W or YGL234W or YBR084W
L-glutamine,26,rxn1481,"ATP + H2O + L-glutamine + 2',3'-cyclic UMP => ADP + 2 H+ + L-glutamate + phosphate + 2',3'-cyclic CMP",YNL119W or YBR218C or YBL039C or YOL058W or YGL062W or YDL141W or YNL220W or YJR103W or YOR209C or YGR204W or YGL234W or YBR084W
L-glutamine,27,rxn1493,L-alanine + L-glutamine => ammonium + L-gamma-glutamyl-L-alanine,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamine,28,rxn1494,L-glutamine + acetamide => ammonium + n-acetyl-glutamine,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamine,29,rxn1498,L-cysteine + L-glutamine => ammonium + L-gamma-glutamyl-L-cysteine,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamine,30,rxn1864,L-allysine + L-glutamine => H+ + L-lysine + 2-Oxoglutaramate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,31,rxn1875,L-glutamine + succinic semialdehyde => gamma-aminobutyrate + H+ + 2-Oxoglutaramate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,32,rxn1895,L-glutamine + phenylacetaldehyde => H+ + 2-Oxoglutaramate + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,33,rxn1908,glycolaldehyde + L-glutamine => ethanolamine + H+ + 2-Oxoglutaramate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,34,rxn1921,L-glutamine + Imidazole-4-acetaldehyde => H+ + 2-Oxoglutaramate + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,35,rxn1933,L-glutamine + 3-oxopropanoate => beta-alanine + H+ + 2-Oxoglutaramate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,36,rxn2029,L-glutamine + beta-D-Fructose 6-phosphate => alpha-D-glucosamine 6-phosphate + L-glutamate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamine,37,rxn2138,L-glutamine + N-acetyl-L-glutamate => L-glutamate + n-acetyl-glutamine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-glutamine,38,rxn2143,2-acetamido-5-oxopentanoate + L-glutamine => L-glutamic 5-semialdehyde + n-acetyl-glutamine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
